,model_raise,model_check,model_fold,mcts_raise,mcts_check,mcts_fold
0,0.51,0.44,0.05,0.25607226075440725,0.2504968291781097,0.4934309100674831
1,0.46,0.47,0.07,0.3280359373775571,0.3219284259128179,0.35003563670962495
2,0.58,0.36,0.06,0.48906640833544923,0.0,0.5109335916645507
3,0.53,0.35,0.12,0.4003917151254579,0.3121324543967059,0.2874758304778361
4,0.79,0.14,0.07,0.2620669522608816,0.48504033120709283,0.2528927165320256
5,0.52,0.48,0.0,0.3310089428471563,0.3193960740233144,0.3495949831295294
6,0.51,0.31,0.18,0.4889076522457167,0.2760367521716471,0.2350555955826364
7,0.82,0.18,0.0,0.3253707354514545,0.4157276074753756,0.2589016570731697
8,0.5,0.46,0.04,0.26823082047649,0.40420276403095473,0.3275664154925552
9,0.526,0.414,0.06,0.43462922391376946,0.29711973301385347,0.26825104307237707
10,0.29433333333333334,0.5456666666666667,0.16,0.16561354662630895,0.15744038602689595,0.6769460673467951
11,0.55,0.43,0.02,0.28782064841323624,0.5378094409685431,0.17436991061822066
12,0.54,0.34,0.12,0.2020058835058048,0.6018743153183405,0.1961198011758547
13,0.7609999999999999,0.209,0.03,0.3372662254193605,0.3978980299505058,0.2648357446301337
14,0.85,0.15,0.0,0.03777626667353644,0.03767339101228377,0.9245503423141798
15,0.55,0.33,0.12,0.25962008462495384,0.5659729282383575,0.17440698713668862
16,0.6,0.305,0.095,0.19111108601356594,0.20633092511378537,0.6025579888726487
17,0.56,0.32,0.12,0.42498466796744044,0.280378532744456,0.2946367992881036
18,0.91,0.06,0.03,0.3376483240028884,0.33006081596980946,0.3322908600273021
19,0.885,0.095,0.02,0.12588958243129056,0.12213559963133613,0.7519748179373733
20,0.5283333333333333,0.3916666666666667,0.08,0.09032252843951863,0.1042667165845091,0.8054107549759723
21,0.49,0.51,0.0,0.1664511397275005,0.1464531331836254,0.687095727088874
22,0.54,0.33,0.13,0.1852920665580525,0.19098893876899806,0.6237189946729494
23,0.5833333333333334,0.36666666666666664,0.05,0.22230099049695104,0.5419348271757093,0.23576418232733962
24,0.7801960784313725,0.20980392156862746,0.01,0.013837776256414082,0.0,0.9861622237435859
25,0.54,0.34,0.12,0.3442642827410096,0.32139119345329037,0.33434452380569996
26,0.73,0.26,0.01,0.3672838769615951,0.36633428918208855,0.2663818338563163
27,0.87,0.1,0.03,0.1972987006400485,0.19811726342434416,0.6045840359356073
28,0.8733333333333333,0.09666666666666666,0.03,0.3685880250209618,0.3299858266128837,0.30142614836615444
29,0.79,0.17,0.04,0.2528054678378355,0.5376493380091549,0.20954519415300957
30,0.51,0.38,0.11,0.12785273223742094,0.12685146917656093,0.7452957985860181
31,0.54,0.39,0.07,0.3481588303325019,0.31844316246034504,0.3333980072071532
32,0.5608333333333333,0.3791666666666667,0.06,0.5214610763648598,0.26701106706528827,0.2115278565698519
33,0.7607142857142857,0.19928571428571432,0.04,0.41762647093300087,0.3042348907768431,0.27813863829015595
34,0.83,0.15,0.02,0.33903965050601664,0.37921133147680064,0.28174901801718266
35,0.7366666666666666,0.23333333333333336,0.03,0.11515362521020298,0.07866672364441307,0.8061796511453839
36,0.89,0.08,0.03,0.13985518695777985,0.1635860080651562,0.6965588049770639
37,0.52,0.37,0.11,0.34396199271181604,0.31392050648753334,0.3421175008006506
38,0.46,0.38,0.16,0.5055918987048985,0.255562171798148,0.23884592949695355
39,0.46,0.38,0.16,0.0,0.1744894052794447,0.8255105947205552
40,0.52,0.48,0.0,0.32848346949295787,0.305755265732883,0.3657612647741591
41,0.58,0.42,0.0,0.4237459264319417,0.2907332373109418,0.28552083625711655
42,0.6375,0.3425,0.02,0.4794786652834873,0.3174280561977993,0.20309327851871342
43,0.56,0.39,0.05,0.3251407126121484,0.3655207903283389,0.30933849705951255
44,0.6966666666666665,0.2733333333333333,0.03,0.4875843471417997,0.23978845155375975,0.27262720130444046
45,0.7609999999999999,0.239,0.0,0.25160676552107036,0.43165604616638714,0.31673718831254244
46,0.54,0.39,0.07,0.0,0.20312070883754801,0.7968792911624519
47,0.71,0.26,0.03,0.4451258362991015,0.15538938768843613,0.39948477601246235
48,0.55,0.45,0.0,0.11252860067693096,0.11126850726847075,0.7762028920545982
49,0.72,0.28,0.0,0.5584341288780783,0.0,0.4415658711219217
50,0.555,0.405,0.04,0.12706506483032576,0.1361059358755451,0.7368289992941291
51,0.5,0.5,0.0,0.20502997439707096,0.17362733037320427,0.6213426952297247
52,0.5033333333333334,0.3866666666666667,0.11,0.4228888646772448,0.31033570881265915,0.266775426510096
53,0.36,0.47,0.17,0.24354644138253018,0.0,0.7564535586174699
54,0.55,0.37,0.08,0.36535030773237104,0.3187834913102663,0.31586620095736256
55,0.76,0.24,0.0,0.5011105184707526,0.24172012776618762,0.2571693537630598
56,0.69,0.29,0.02,0.19673251850209922,0.20287607579104294,0.6003914057068578
57,0.5116666666666666,0.3683333333333333,0.12,0.4998790763589942,0.2972807737967552,0.20284014984425058
58,0.5291666666666667,0.39083333333333337,0.08,0.17159706357522733,0.1944296519589922,0.6339732844657804
59,0.53,0.39,0.08,0.3922287766869602,0.30281527382722984,0.30495594948581
60,0.74,0.22,0.04,0.2991639704123211,0.35038364104253406,0.3504523885451448
61,0.82,0.17,0.01,0.44313591601270264,0.28365099602768734,0.2732130879596101
62,0.8333333333333333,0.15666666666666668,0.01,0.1302449838271734,0.13268734233398344,0.7370676738388433
63,0.57,0.38,0.05,0.36382382217472403,0.29865652258290953,0.33751965524236655
64,0.4425,0.4275,0.13,0.41961260906218734,0.2937910925473632,0.2865962983904495
65,0.4425,0.4275,0.13,0.0,0.252866077048268,0.7471339229517321
66,0.44,0.51,0.05,0.1863959430333259,0.18069788851978505,0.632906168446889
67,0.81,0.16,0.03,0.38635204915077187,0.3684834762018056,0.24516447464742255
68,0.76,0.24,0.0,0.3457338218299423,0.3404597275049718,0.3138064506650859
69,0.82,0.17,0.01,0.7591385820627816,0.12092174171204692,0.11993967622517138
70,0.57,0.18,0.25,0.2690311665456226,0.5006655327405094,0.23030330071386787
71,0.62,0.3,0.08,1.0,0.0,0.0
72,0.82,0.16,0.02,1.0,0.0,0.0
73,0.6725,0.2975,0.03,0.0,0.0,0.0
74,0.560637673872968,0.35936232612703195,0.08,0.0,0.0,0.0
75,0.47833333333333333,0.41166666666666674,0.11,0.6017137660166574,0.0,0.3982862339833426
76,0.55,0.3436666666666667,0.10633333333333335,0.46861909343977304,0.3722221329789891,0.15915877358123787
77,0.6733333333333333,0.32666666666666666,0.0,0.2001152044320384,0.20215918904056762,0.597725606527394
78,0.73,0.24,0.03,0.11948600983716454,0.09129819875261051,0.789215791410225
79,0.75,0.22,0.03,0.09275397448468592,0.09282195479899988,0.8144240707163143
80,0.51,0.31,0.18,0.24363151402577926,0.5575160502739847,0.19885243570023606
81,0.8,0.15,0.05,0.40871643440242267,0.4056678441863789,0.1856157214111982
82,0.69,0.31,0.0,0.29440452248477905,0.4897662333638533,0.21582924415136767
83,0.7333333333333333,0.26666666666666666,0.0,0.3258219974883561,0.0,0.674178002511644
84,0.7366666666666666,0.2333333333333333,0.03,0.3678761815734947,0.35325077924785503,0.27887303917865025
85,0.7466666666666667,0.2533333333333333,0.0,0.4828721164611392,0.2627943509454595,0.25433353259340136
86,0.545,0.445,0.01,0.85010275574563,0.05591027491390037,0.09398696934046954
87,0.59,0.37,0.04,0.480083088173773,0.28160518355566444,0.23831172827056255
88,0.8225,0.1475,0.03,0.18098427831608782,0.19013838026478702,0.6288773414191251
89,0.76,0.24,0.0,0.11725900591443833,0.11061957339105298,0.7721214206945087
90,0.59,0.29600000000000004,0.114,0.1789185683990323,0.13346577875157165,0.6876156528493961
91,0.565,0.37,0.065,0.16763591112856702,0.0,0.832364088871433
92,0.65,0.29100000000000004,0.059000000000000004,0.15369297187627043,0.1396719791806293,0.7066350489431004
93,0.5,0.38,0.12,0.21204527147282962,0.20742243219327774,0.5805322963338927
94,0.5,0.38,0.12,0.2389633556990182,0.563441346857355,0.19759529744362683
95,0.5325,0.3925,0.075,0.40727563306683284,0.2547158279183004,0.3380085390148666
96,0.59,0.38,0.03,0.42163758361173864,0.2875548673001621,0.29080754908809925
97,0.6516666666666666,0.3483333333333333,0.0,0.0,0.6255642917281311,0.3744357082718689
98,0.48,0.4,0.12,0.3817137037885944,0.3420360834882586,0.27625021272314704
99,0.65,0.35,0.0,0.28020329320152826,0.43692232774094025,0.2828743790575314
100,0.5133333333333333,0.3866666666666667,0.1,0.17470427594893867,0.2000932484611871,0.6252024755898742
101,0.78,0.22,0.0,0.1931924947752358,0.18747251482760172,0.6193349903971624
102,0.7366666666666666,0.2333333333333333,0.03,0.17244799975696826,0.11778881675978152,0.7097631834832502
103,0.79,0.18,0.03,0.1753544887815693,0.1802845341138981,0.6443609771045326
104,0.56,0.44,0.0,0.46652794878044895,0.38158751644216665,0.15188453477738437
105,0.83,0.1,0.07,0.39032382041702,0.35879565139041497,0.25088052819256507
106,0.78,0.22,0.0,0.4597360544651783,0.29219216756254196,0.24807177797227978
107,0.6816666666666668,0.28833333333333333,0.03,0.39359361432698514,0.3528115808942132,0.25359480477880164
108,0.7975,0.2025,0.0,0.14377337976517984,0.15631041479387248,0.6999162054409477
109,0.5283333333333333,0.3916666666666667,0.08,0.45788306761273184,0.26534181452678574,0.2767751178604824
110,0.7533333333333333,0.24666666666666667,0.0,0.3450524857405243,0.32786856634778516,0.32707894791169057
111,0.58,0.37,0.05,0.3348865350035988,0.3299945293360579,0.33511893566034323
112,0.495,0.465,0.04,0.10329496034563491,0.10021629902679313,0.7964887406275719
113,0.58,0.42,0.0,0.38308598616346734,0.3822371919886797,0.23467682184785288
114,0.4729761904761905,0.4670238095238095,0.06,0.37215984796911344,0.35126376381317337,0.2765763882177132
115,0.4129761904761905,0.5070238095238095,0.08,0.0,0.09104780849285855,0.9089521915071415
116,0.54,0.365,0.095,0.34382070360583367,0.38770036210497294,0.2684789342891934
117,0.59,0.35,0.06,0.24727095119656675,0.502103458350869,0.25062559045256433
118,0.58,0.34,0.08,0.11582702884248244,0.10415045807587803,0.7800225130816395
119,0.59,0.37,0.04,0.0,0.5422649956827119,0.4577350043172881
120,0.52,0.35,0.13,0.3847414100703194,0.3029305942159714,0.31232799571370917
121,0.54,0.33,0.13,0.3773497515377775,0.3471266923581269,0.2755235561040957
122,0.5820238095238095,0.33797619047619043,0.08,0.19036274952737522,0.1773187239769198,0.632318526495705
123,0.58,0.34,0.08,0.46806164684027496,0.25186859943628587,0.2800697537234392
124,0.45,0.37,0.18,0.5612736105082572,0.0,0.43872638949174275
125,0.45,0.37,0.18,0.0,0.0,1.0
126,0.48,0.4,0.12,0.19008147137515477,0.17754362086645312,0.6323749077583921
127,0.9,0.06,0.04,0.25389144241721306,0.2423119064941786,0.5037966510886083
128,0.46,0.48,0.06,0.46250714365382994,0.0,0.5374928563461701
129,0.6296904761904762,0.3003095238095238,0.07,0.30356448407918446,0.4043399017502037,0.2920956141706119
130,0.6966666666666668,0.29333333333333333,0.01,1.0,0.0,0.0
131,0.73,0.23,0.04,0.0,1.0,0.0
132,0.61,0.35,0.04,0.0,0.0,0.0
133,0.7666666666666666,0.2333333333333333,0.0,0.0,0.0,0.0
134,0.46,0.47,0.07,0.23858895737821798,0.23744229603909864,0.5239687465826836
135,0.7366666666666666,0.24333333333333332,0.02,0.26727623721059507,0.4817266175056246,0.25099714528378037
136,0.8,0.2,0.0,0.3811365049906259,0.3089928079621511,0.309870687047223
137,0.732,0.23800000000000002,0.03,1.0,0.0,0.0
138,0.73,0.23,0.04,0.0,0.0,0.0
139,0.49,0.44,0.07,0.43276549171546397,0.26513363749981333,0.30210087078472275
140,0.7628571428571429,0.16714285714285715,0.07,0.3475461961797651,0.3702049711700542,0.2822488326501806
141,0.44,0.51,0.05,0.3473162135602035,0.32553105872689025,0.32715272771290616
142,0.7120238095238095,0.21797619047619052,0.07,0.30079234209223005,0.4348387361672955,0.2643689217404744
143,0.8016666666666667,0.185,0.013333333333333332,0.4637487694653203,0.27472461305833684,0.26152661747634276
144,0.795,0.175,0.03,0.4480137338945878,0.2889315841831835,0.2630546819222286
145,0.65,0.33,0.02,0.6519757630550951,0.17272963230967606,0.17529460463522886
146,0.5602083333333333,0.19979166666666667,0.24,0.821778282488561,0.0,0.17822171751143906
147,0.5602083333333333,0.19979166666666667,0.24,0.0,0.0,1.0
148,0.46,0.48,0.06,0.22645769643953106,0.2017961732175761,0.5717461303428928
149,0.57,0.38,0.05,0.3221498113470927,0.29848078579017706,0.37936940286273024
150,0.54,0.39,0.07,0.3615187607565247,0.32131397618664337,0.3171672630568318
151,0.8366666666666667,0.13333333333333333,0.03,0.34406658650554955,0.3308094891010911,0.3251239243933594
152,0.935,0.065,0.0,0.21399912484595165,0.20520639363400478,0.5807944815200435
153,0.5116666666666667,0.3683333333333333,0.12,0.35284685794019444,0.36966940550075644,0.277483736559049
154,0.81,0.15,0.04,0.20156064878677518,0.1904196827110429,0.6080196685021819
155,0.8,0.17,0.03,0.3763045603490409,0.3321356160546911,0.29155982359626803
156,0.785,0.215,0.0,0.36395258679450554,0.35597252539673,0.2800748878087644
157,0.8308333333333333,0.16916666666666663,0.0,0.16863257919275895,0.6459318875986083,0.18543553320863285
158,0.5685714285714286,0.2614285714285714,0.17,0.6715391673507592,0.0,0.3284608326492407
159,0.71,0.28,0.01,1.0,0.0,0.0
160,0.7366666666666667,0.24333333333333332,0.02,1.0,0.0,0.0
161,0.58,0.37,0.05,0.41006178695146583,0.27538880945263317,0.31454940359590094
